Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Tiba,1389,181,1500,29.2
Dena,1400,80,1800,131.1
Pride,1400,93,1500,45.1
Tiba,1398,206,1500,49.0
Peugeot,1387,38,2000,83.9
Samand,1394,190,1800,41.0
Tiba,1388,118,1500,36.0
Samand,1402,205,1800,59.3
Pride,1394,182,1500,40.5
Samand,1397,242,1800,45.1
Tiba,1394,5,1500,48.8
Peugeot,1390,103,2000,77.8
Samand,1391,245,1800,45.0
Tiba,1386,168,1500,51.6
Pride,1387,149,1500,43.4
Dena,1402,39,1800,106.6
Tiba,1389,78,1500,49.8
Peugeot,1385,83,2000,84.0
Dena,1396,91,1800,127.8
Peugeot,1386,14,2000,42.7
Peugeot,1398,158,2000,77.8
Peugeot,1400,168,2000,86.5
Dena,1401,130,1800,133.0
Pride,1385,180,1500,27.6
Tiba,1385,86,1500,53.0
Samand,1396,130,1800,49.3
Pride,1388,206,1500,49.4
Pride,1393,104,1500,36.7
Samand,1400,158,1800,38.7
Dena,1393,167,1800,149.6
Peugeot,1392,11,2000,84.8
Pride,1393,186,1500,35.3
Tiba,1395,110,1500,48.6
Dena,1402,50,1800,101.5
Peugeot,1402,63,2000,44.8
Pride,1399,46,1500,43.4
Peugeot,1395,144,2000,105.0
Tiba,1397,214,1500,42.5
Pride,1388,147,1500,40.0
Pride,1399,232,1500,34.9
Peugeot,1397,17,2000,104.4
Samand,1401,24,1800,51.6
Pride,1386,250,1500,41.5
Pride,1385,145,1500,36.1
Tiba,1399,147,1500,44.5
Pride,1400,132,1500,28.0
Peugeot,1393,225,2000,95.4
Samand,1396,15,1800,54.1
Tiba,1394,3,1500,50.5
Dena,1401,204,1800,157.5
Peugeot,1389,210,2000,94.5
Tiba,1398,40,1500,44.8
Dena,1387,37,1800,120.7
Tiba,1397,66,1500,31.9
Pride,1401,60,1500,45.3
Pride,1387,123,1500,29.2
Dena,1389,126,1800,81.9
Tiba,1391,3,1500,50.3
Samand,1387,96,1800,63.6
Dena,1399,141,1800,100.3
Peugeot,1387,135,2000,103.4
Tiba,1400,144,1500,49.9
Pride,1397,26,1500,29.1
Pride,1391,180,1500,26.4
Dena,1399,240,1800,132.0
Dena,1399,135,1800,139.9
Samand,1403,155,1800,43.3
Dena,1397,62,1800,152.2
Peugeot,1389,10,2000,53.7
Pride,1394,179,1500,26.8
Pride,1402,140,1500,29.3
Dena,1386,29,1800,101.9
Pride,1401,72,1500,48.6
Tiba,1399,6,1500,48.5
Pride,1394,3,1500,44.7
Pride,1388,24,1500,48.9
Peugeot,1393,159,2000,93.4
Dena,1402,245,1800,151.5
Pride,1387,238,1500,38.0
Samand,1393,219,1800,63.0
Tiba,1400,76,1500,28.4
Samand,1391,37,1800,44.3
Pride,1402,201,1500,24.0
Samand,1389,164,1800,33.8
Peugeot,1402,38,2000,98.7
Pride,1388,129,1500,25.0
Pride,1391,140,1500,46.8
Samand,1400,187,1800,43.7
Tiba,1388,170,1500,25.1
Peugeot,1388,51,2000,68.1
Dena,1390,213,1800,122.7
Tiba,1394,78,1500,48.8
Dena,1401,80,1800,148.5
Tiba,1393,56,1500,39.7
Pride,1397,108,1500,30.2
Peugeot,1386,72,2000,62.2
Samand,1387,13,1800,32.5
Pride,1390,118,1500,33.4
Tiba,1392,123,1500,42.6
Samand,1391,25,1800,63.5
Tiba,1402,8,1500,36.5
Pride,1400,119,1500,46.1
Peugeot,1402,167,2000,44.8
Dena,1391,115,1800,86.5
Pride,1390,247,1500,36.2
Tiba,1398,191,1500,35.4
Peugeot,1388,98,2000,100.3
Samand,1394,237,1800,54.1
Samand,1391,209,1800,42.1
Peugeot,1392,141,2000,43.7
Tiba,1389,197,1500,44.7
Samand,1393,168,1800,44.3
Samand,1385,101,1800,42.7
Peugeot,1390,166,2000,101.0
Dena,1402,230,1800,95.8
Tiba,1396,11,1500,54.3
Pride,1391,80,1500,20.9
Pride,1390,174,1500,28.8
Samand,1398,180,1800,55.9
Pride,1396,200,1500,38.6
Dena,1395,115,1800,156.2
Dena,1399,31,1800,107.7
Samand,1386,18,1800,48.5
Dena,1390,246,1800,126.4
Samand,1385,184,1800,55.3
Dena,1399,174,1800,91.5
Tiba,1399,42,1500,50.1
Dena,1400,52,1800,133.2
Dena,1393,206,1800,122.9
Peugeot,1389,133,2000,109.0
Peugeot,1403,248,2000,58.8
Tiba,1394,47,1500,45.3
Pride,1395,127,1500,40.3
Dena,1402,42,1800,127.0
Tiba,1385,101,1500,26.8
Pride,1390,176,1500,45.8
Tiba,1391,186,1500,38.1
Pride,1385,7,1500,21.5
Peugeot,1385,116,2000,108.5
Dena,1398,100,1800,114.9
Samand,1392,230,1800,62.2
Tiba,1387,179,1500,37.0
Pride,1386,125,1500,47.1
Tiba,1397,150,1500,44.8
Peugeot,1403,22,2000,89.5
Peugeot,1399,124,2000,58.1
Peugeot,1394,181,2000,107.3
Tiba,1385,147,1500,30.5
Pride,1403,78,1500,29.3
Samand,1389,220,1800,60.0
Tiba,1403,231,1500,28.1
Samand,1403,229,1800,39.0
Samand,1392,163,1800,46.9
Peugeot,1394,52,2000,109.2
Pride,1402,192,1500,25.3
Pride,1393,205,1500,22.4
Tiba,1393,153,1500,31.6
Peugeot,1389,19,2000,63.8
Dena,1391,131,1800,124.9
Pride,1393,202,1500,47.6
Samand,1385,231,1800,39.9
Pride,1398,199,1500,29.4
Peugeot,1388,142,2000,75.6
Samand,1387,139,1800,38.2
Dena,1400,3,1800,92.9
Samand,1386,186,1800,60.3
Peugeot,1385,111,2000,104.9
Dena,1387,85,1800,124.4
Samand,1402,134,1800,37.9
Tiba,1396,248,1500,25.8
Dena,1390,142,1800,124.1
Pride,1387,246,1500,36.2
Pride,1400,16,1500,23.2
Tiba,1394,65,1500,46.0
Tiba,1402,165,1500,54.4
Peugeot,1386,72,2000,86.7
Samand,1385,65,1800,37.8
Dena,1389,220,1800,105.5
Samand,1399,5,1800,34.0
Tiba,1394,61,1500,28.5
Pride,1385,158,1500,49.6
Tiba,1388,155,1500,33.7
Dena,1396,189,1800,88.2
Pride,1397,55,1500,37.3
Dena,1387,76,1800,144.5
Pride,1386,173,1500,49.2
Peugeot,1391,124,2000,92.5
Peugeot,1403,176,2000,83.8
Tiba,1403,214,1500,28.9
Dena,1387,151,1800,123.3
Pride,1397,119,1500,48.5
Samand,1387,203,1800,51.4
Tiba,1389,30,1500,46.4
Peugeot,1398,58,2000,83.0
Samand,1391,54,1800,52.7
Samand,1400,125,1800,52.7
Dena,1396,182,1800,137.5
Pride,1389,98,1500,42.0
Samand,1385,89,1800,49.9
Peugeot,1390,44,2000,43.5
Tiba,1401,123,1500,51.8
Peugeot,1392,1,2000,67.8
Tiba,1403,233,1500,45.4
Samand,1394,200,1800,43.1
Peugeot,1397,58,2000,97.0
Peugeot,1389,237,2000,83.9
Samand,1387,68,1800,48.3
Tiba,1395,151,1500,42.1
Dena,1385,92,1800,111.5
Dena,1403,152,1800,113.8
Pride,1396,111,1500,44.2
Pride,1398,74,1500,43.7
Pride,1389,194,1500,27.2
Peugeot,1385,243,2000,56.9
Pride,1398,220,1500,22.7
Pride,1393,127,1500,37.8
Tiba,1390,115,1500,34.0
Pride,1401,101,1500,20.0
Dena,1403,200,1800,138.7
Tiba,1395,194,1500,50.2
Samand,1396,103,1800,36.9
Pride,1388,71,1500,25.5
Dena,1399,134,1800,107.0
Peugeot,1391,217,2000,73.8
Samand,1386,227,1800,62.0
Dena,1400,97,1800,81.9
Samand,1403,87,1800,34.7
Peugeot,1394,164,2000,50.6
Pride,1391,197,1500,21.0
Peugeot,1391,6,2000,109.8
Pride,1389,44,1500,46.3
Peugeot,1387,184,2000,80.1
Pride,1399,124,1500,21.3
Dena,1385,19,1800,119.1
Tiba,1391,136,1500,33.8
Pride,1398,83,1500,26.4
Peugeot,1399,108,2000,61.0
Pride,1385,90,1500,48.1
Samand,1391,159,1800,45.0
Pride,1394,236,1500,40.7
Samand,1397,56,1800,37.8
Pride,1389,226,1500,45.6
Peugeot,1390,117,2000,71.6
Samand,1395,128,1800,57.1
Dena,1392,180,1800,130.3
Pride,1401,90,1500,23.3
Samand,1399,222,1800,38.7
Dena,1388,228,1800,145.0
Tiba,1398,152,1500,32.0
Peugeot,1397,245,2000,75.6
Dena,1391,158,1800,140.8
Samand,1398,94,1800,34.5
Peugeot,1387,192,2000,43.6
Pride,1391,229,1500,32.8
Dena,1391,221,1800,159.7
Peugeot,1389,210,2000,41.4
Tiba,1399,211,1500,29.1
Samand,1398,48,1800,31.4
Dena,1386,23,1800,144.4
Tiba,1389,190,1500,30.0
Dena,1391,139,1800,140.1
Tiba,1387,200,1500,31.4
Dena,1389,61,1800,113.3
Pride,1399,151,1500,45.1
Pride,1395,126,1500,26.3
Tiba,1391,166,1500,46.5
Tiba,1386,24,1500,53.4
Pride,1397,93,1500,37.6
Samand,1402,68,1800,63.7
Samand,1393,150,1800,64.8
Tiba,1389,155,1500,46.5
Pride,1395,100,1500,28.9
Peugeot,1401,73,2000,85.8
Pride,1400,96,1500,42.0
Dena,1387,57,1800,120.7
Dena,1402,202,1800,145.4
Tiba,1395,170,1500,33.4
Peugeot,1403,241,2000,86.1
Tiba,1389,55,1500,49.4
Peugeot,1401,189,2000,59.9
Samand,1398,80,1800,61.7
Peugeot,1394,177,2000,106.1
Samand,1396,84,1800,63.2
Pride,1397,140,1500,26.5
Pride,1388,5,1500,37.9
Samand,1403,17,1800,57.1
Tiba,1390,63,1500,31.4
Samand,1385,57,1800,37.0
Tiba,1386,103,1500,38.7
Peugeot,1395,215,2000,75.7
Peugeot,1402,88,2000,98.3
Pride,1396,205,1500,36.0
Peugeot,1395,179,2000,102.9
Samand,1401,31,1800,48.0
Pride,1394,59,1500,28.8
Dena,1395,191,1800,89.2
Samand,1387,80,1800,48.8
Samand,1393,42,1800,50.8
Samand,1397,34,1800,63.2
Dena,1385,134,1800,154.7
Peugeot,1399,5,2000,99.7
Pride,1396,139,1500,23.0
Tiba,1399,248,1500,53.8
Dena,1393,200,1800,83.2
Pride,1400,90,1500,45.0
Pride,1388,250,1500,30.7
Peugeot,1403,217,2000,80.0
Pride,1401,213,1500,40.7
Samand,1393,176,1800,55.5
Peugeot,1395,117,2000,78.7
Tiba,1388,41,1500,43.3
Tiba,1403,246,1500,28.8
Tiba,1396,29,1500,42.6
Pride,1386,212,1500,40.1
Peugeot,1386,214,2000,91.0
Samand,1388,56,1800,48.2
Samand,1402,52,1800,36.9
Samand,1391,74,1800,35.3
Dena,1398,214,1800,155.4
Tiba,1403,101,1500,34.9
Pride,1397,216,1500,44.4
Dena,1400,105,1800,92.2
Tiba,1402,224,1500,25.7
Dena,1398,112,1800,120.2
Pride,1397,103,1500,44.9
Peugeot,1387,20,2000,99.2
Samand,1401,108,1800,59.2
Pride,1400,218,1500,31.3
Dena,1399,147,1800,95.9
Tiba,1390,196,1500,36.2
Dena,1394,83,1800,96.3
Pride,1385,148,1500,45.1
Samand,1401,202,1800,62.7
Tiba,1402,84,1500,47.7
Dena,1399,122,1800,141.3
Samand,1395,186,1800,63.6
Pride,1388,163,1500,43.5
Peugeot,1391,205,2000,106.5
Pride,1400,112,1500,48.6
Dena,1402,120,1800,145.6
Dena,1401,70,1800,136.2
Tiba,1401,153,1500,41.7
Dena,1385,12,1800,120.9
Dena,1386,151,1800,117.6
Dena,1401,109,1800,116.1
Tiba,1399,136,1500,25.5
Dena,1402,7,1800,94.8
Peugeot,1392,68,2000,61.1
Dena,1403,46,1800,106.3
Peugeot,1390,238,2000,67.1
Pride,1389,8,1500,23.2
Pride,1401,29,1500,33.5
Peugeot,1399,14,2000,74.9
Pride,1398,241,1500,22.6
Dena,1399,81,1800,91.3
Pride,1385,201,1500,25.8
Samand,1399,85,1800,59.2
Dena,1402,232,1800,80.7
Samand,1396,46,1800,47.0
Tiba,1388,87,1500,37.1
Pride,1387,64,1500,21.1
Tiba,1397,62,1500,48.3
Samand,1400,67,1800,61.2
Tiba,1400,89,1500,50.0
Peugeot,1399,223,2000,76.8
Dena,1390,111,1800,144.4
Peugeot,1395,182,2000,55.8
Pride,1390,59,1500,45.2
Peugeot,1395,132,2000,79.0
Peugeot,1387,92,2000,55.3
Peugeot,1402,4,2000,44.1
Samand,1401,230,1800,39.2
Tiba,1401,80,1500,49.8
Dena,1393,127,1800,148.4
Peugeot,1392,91,2000,88.8
Peugeot,1400,231,2000,48.0
Peugeot,1398,47,2000,53.6
Samand,1403,103,1800,41.5
Samand,1393,186,1800,42.2
Peugeot,1388,58,2000,76.6
Pride,1396,198,1500,32.8
Pride,1389,68,1500,46.9
Samand,1395,187,1800,34.0
Samand,1393,49,1800,42.1
Peugeot,1400,38,2000,91.6
Pride,1387,225,1500,22.8
Peugeot,1397,83,2000,68.2
Tiba,1385,147,1500,30.3
Pride,1389,213,1500,21.8
Peugeot,1393,188,2000,52.7
Peugeot,1386,19,2000,75.8
Dena,1391,64,1800,82.2
Peugeot,1401,39,2000,40.8
Peugeot,1394,33,2000,101.2
Samand,1390,225,1800,59.5
Samand,1398,91,1800,51.1
Pride,1403,107,1500,29.1
Peugeot,1397,119,2000,43.2
Pride,1403,83,1500,47.5
Samand,1387,233,1800,56.7
Peugeot,1387,178,2000,101.8
Pride,1389,232,1500,48.5
Tiba,1392,115,1500,53.4
Pride,1397,197,1500,44.0
Dena,1396,116,1800,83.8
Pride,1386,32,1500,24.5
Tiba,1389,161,1500,37.6
Tiba,1385,143,1500,35.2
Samand,1387,53,1800,43.7
Samand,1398,227,1800,46.4
Samand,1398,61,1800,36.5
Samand,1388,168,1800,43.3
Samand,1391,183,1800,42.3
Peugeot,1393,112,2000,58.4
Peugeot,1400,191,2000,91.5
Pride,1385,250,1500,44.4
Tiba,1387,104,1500,41.8
Samand,1391,128,1800,32.7
Samand,1403,177,1800,48.2
Pride,1394,30,1500,30.6
Peugeot,1403,68,2000,91.2
Samand,1397,12,1800,47.2
Dena,1388,173,1800,85.4
Pride,1395,15,1500,37.4
Pride,1403,59,1500,30.7
Samand,1396,11,1800,40.6
Peugeot,1388,32,2000,94.4
Tiba,1386,47,1500,37.9
Samand,1388,62,1800,57.0
Peugeot,1402,134,2000,91.8
Dena,1388,155,1800,98.3
Dena,1386,191,1800,150.7
Dena,1394,92,1800,93.7
Peugeot,1396,165,2000,46.7
Tiba,1389,235,1500,27.1
Samand,1403,238,1800,43.9
Pride,1388,98,1500,42.5
Pride,1398,140,1500,40.7
Peugeot,1389,82,2000,45.6
Pride,1403,191,1500,35.0
Tiba,1400,185,1500,33.1
Pride,1400,154,1500,36.4
Pride,1399,100,1500,21.4
Samand,1391,50,1800,37.0
Samand,1386,238,1800,38.7
Tiba,1394,99,1500,31.1
Tiba,1385,235,1500,27.6
Pride,1391,109,1500,22.1
Peugeot,1389,237,2000,49.8
Pride,1392,24,1500,47.5
Pride,1393,158,1500,25.8
Tiba,1388,175,1500,31.9
Dena,1386,23,1800,110.2
Tiba,1391,126,1500,26.1
Samand,1387,62,1800,34.6
Pride,1396,220,1500,21.9
Dena,1401,160,1800,150.9
Pride,1397,140,1500,45.1
Peugeot,1394,197,2000,84.0
Pride,1389,148,1500,47.4
Tiba,1401,72,1500,27.6
Pride,1396,246,1500,25.7
Pride,1402,112,1500,30.3
Peugeot,1387,52,2000,104.7
Tiba,1401,32,1500,42.1
Tiba,1395,108,1500,31.3
Dena,1400,215,1800,146.7
Samand,1388,238,1800,51.3
Dena,1398,216,1800,148.7
Samand,1396,180,1800,50.5
Tiba,1386,104,1500,40.1
Dena,1387,4,1800,128.9
Tiba,1396,210,1500,26.2
Samand,1391,203,1800,64.1
Tiba,1387,23,1500,45.7
Pride,1385,248,1500,21.8
Samand,1387,9,1800,42.6
Dena,1389,5,1800,120.9
Peugeot,1391,12,2000,52.9
Peugeot,1390,167,2000,100.6
Samand,1388,208,1800,54.3
Peugeot,1387,57,2000,85.5
Dena,1400,184,1800,82.6
Peugeot,1398,19,2000,61.4
Pride,1393,180,1500,33.3
Dena,1395,176,1800,132.3
Pride,1387,155,1500,39.0
Peugeot,1388,123,2000,100.9
Tiba,1391,149,1500,47.0
Pride,1388,8,1500,29.3
Peugeot,1395,32,2000,45.4
Pride,1385,180,1500,37.5
Peugeot,1387,5,2000,79.8
Tiba,1398,129,1500,44.5
Pride,1395,68,1500,32.2
Pride,1403,153,1500,27.1
Dena,1392,166,1800,132.0
Pride,1397,79,1500,21.8
Dena,1390,187,1800,110.8
Dena,1401,172,1800,93.0
Pride,1401,57,1500,20.7
Pride,1398,210,1500,33.3
Tiba,1397,178,1500,39.4
Peugeot,1403,50,2000,60.3
Peugeot,1391,175,2000,41.3
Dena,1403,170,1800,159.5
Samand,1394,167,1800,37.6
Dena,1397,196,1800,117.3
Pride,1403,158,1500,44.1
Pride,1403,0,1500,31.5
Pride,1402,160,1500,47.9
Samand,1399,62,1800,45.5
Samand,1391,246,1800,53.7
Peugeot,1392,136,2000,74.9
Tiba,1401,205,1500,52.9
Pride,1403,243,1500,28.3
Dena,1391,11,1800,137.0
Tiba,1399,167,1500,41.4
Peugeot,1393,149,2000,77.7
Dena,1396,29,1800,153.2
Tiba,1393,107,1500,38.1
Peugeot,1403,238,2000,60.6
Dena,1403,207,1800,147.2
Samand,1394,148,1800,37.9
Pride,1386,249,1500,31.5
Dena,1403,168,1800,144.6
Peugeot,1396,238,2000,95.8
Pride,1386,14,1500,25.7
Pride,1393,107,1500,32.3
Tiba,1400,65,1500,46.4
Peugeot,1393,6,2000,81.5
Pride,1397,2,1500,47.7
Pride,1399,126,1500,48.5
Samand,1386,108,1800,36.5
Samand,1402,229,1800,35.0
Dena,1393,17,1800,91.4
Peugeot,1390,116,2000,83.4
Samand,1394,137,1800,55.8
Peugeot,1385,59,2000,40.0
Peugeot,1397,87,2000,46.7
Peugeot,1400,101,2000,42.6
Tiba,1394,189,1500,50.8
Samand,1400,97,1800,47.3
Samand,1387,159,1800,30.6
Samand,1390,94,1800,30.2
Dena,1390,229,1800,106.6
Peugeot,1400,82,2000,71.6
Dena,1395,1,1800,153.5
Pride,1395,126,1500,47.8
Dena,1387,188,1800,81.0
Pride,1394,240,1500,38.5
Pride,1398,89,1500,23.1
Samand,1403,239,1800,59.7
Dena,1402,54,1800,139.0
Pride,1399,198,1500,44.8
Peugeot,1391,247,2000,44.8
Pride,1395,224,1500,30.6
Peugeot,1401,178,2000,69.2
Peugeot,1397,85,2000,77.7
Dena,1396,20,1800,82.2
Dena,1396,130,1800,107.7
Pride,1391,101,1500,20.6
Dena,1391,226,1800,110.2
Samand,1392,64,1800,59.1
Pride,1391,186,1500,44.7
Samand,1393,191,1800,53.3
Dena,1395,28,1800,80.7
Peugeot,1387,97,2000,46.2
Dena,1387,57,1800,154.8
Pride,1401,45,1500,43.2
Dena,1399,153,1800,113.5
Peugeot,1397,232,2000,56.5
Peugeot,1391,72,2000,102.1
Samand,1396,87,1800,62.1
Peugeot,1393,80,2000,87.9
Tiba,1386,158,1500,51.2
Peugeot,1392,248,2000,77.4
Samand,1389,198,1800,62.2
Peugeot,1402,109,2000,82.9
Tiba,1389,123,1500,43.9
Dena,1398,243,1800,135.0
Samand,1389,135,1800,40.9
Samand,1402,146,1800,46.0
Peugeot,1401,197,2000,98.1
Samand,1397,158,1800,37.1
Dena,1403,165,1800,90.6
Dena,1403,249,1800,86.7
Pride,1385,120,1500,45.9
Peugeot,1393,89,2000,82.0
Dena,1395,58,1800,105.6
Peugeot,1386,129,2000,103.6
Dena,1387,156,1800,87.6
Samand,1403,171,1800,40.5
Tiba,1393,245,1500,30.8
Tiba,1390,211,1500,43.4
Pride,1394,223,1500,23.9
Pride,1387,200,1500,46.8
Samand,1393,33,1800,63.7
Peugeot,1387,78,2000,50.6
Peugeot,1403,145,2000,64.9
Tiba,1400,65,1500,29.8
Tiba,1385,37,1500,39.0
Tiba,1393,69,1500,49.6
Pride,1400,73,1500,21.2
Samand,1387,105,1800,39.1
Peugeot,1393,35,2000,84.3
Pride,1401,18,1500,44.6
Peugeot,1386,189,2000,79.2
Pride,1385,158,1500,40.1
Tiba,1396,102,1500,29.5
Pride,1385,98,1500,30.1
Samand,1386,108,1800,36.9
Tiba,1397,61,1500,40.5
Peugeot,1392,12,2000,94.2
Samand,1392,221,1800,40.4
Peugeot,1394,48,2000,91.3
Tiba,1392,28,1500,37.7
Peugeot,1399,213,2000,72.5
Pride,1389,56,1500,40.0
Pride,1403,59,1500,38.9
Dena,1397,52,1800,152.3
Dena,1391,129,1800,129.9
Tiba,1395,5,1500,31.7
Pride,1386,41,1500,31.2
Peugeot,1387,138,2000,109.0
Pride,1389,119,1500,30.6
Samand,1390,106,1800,49.7
Samand,1387,171,1800,60.7
Tiba,1400,187,1500,50.6
Pride,1388,197,1500,34.6
Tiba,1402,67,1500,25.9
Pride,1402,90,1500,34.0
Pride,1388,178,1500,34.6
Pride,1403,159,1500,23.4
Tiba,1400,144,1500,54.4
Pride,1385,3,1500,28.2
Tiba,1392,222,1500,53.4
Peugeot,1392,201,2000,86.0
Tiba,1391,231,1500,28.7
Peugeot,1386,38,2000,58.7
Dena,1388,80,1800,148.4
Samand,1400,189,1800,50.7
Pride,1400,210,1500,26.4
Dena,1388,1,1800,110.7
Dena,1385,160,1800,151.6
Peugeot,1387,43,2000,98.1
Dena,1389,82,1800,134.9
Samand,1388,41,1800,35.9
Pride,1400,87,1500,25.8
Tiba,1401,43,1500,45.6
Pride,1389,247,1500,45.4
Samand,1396,151,1800,40.6
Dena,1393,113,1800,125.1
Dena,1403,190,1800,146.4
Peugeot,1390,181,2000,101.7
Peugeot,1400,79,2000,83.3
Samand,1398,123,1800,47.0
Pride,1394,148,1500,23.1
Tiba,1399,81,1500,41.4
Dena,1389,185,1800,127.9
Samand,1389,157,1800,38.2
Samand,1395,156,1800,64.7
Samand,1402,217,1800,45.7
Samand,1398,225,1800,48.1
Samand,1386,217,1800,35.8
Tiba,1403,126,1500,41.4
Peugeot,1388,112,2000,102.3
Tiba,1392,83,1500,44.7
Tiba,1387,69,1500,37.3
Dena,1402,189,1800,86.4
Samand,1402,87,1800,37.9
Pride,1385,47,1500,35.8
Samand,1393,22,1800,34.4
Peugeot,1398,188,2000,54.0
Samand,1403,218,1800,54.7
Peugeot,1401,110,2000,81.7
Pride,1386,33,1500,30.4
Peugeot,1394,247,2000,44.9
Samand,1392,223,1800,40.4
Tiba,1387,98,1500,35.4
Tiba,1387,234,1500,28.7
Pride,1387,39,1500,47.6
Pride,1387,77,1500,41.5
Peugeot,1393,45,2000,80.4
Pride,1386,66,1500,38.9
Pride,1395,171,1500,44.3
Peugeot,1396,181,2000,70.1
Pride,1386,58,1500,38.1
Tiba,1400,0,1500,38.2
Peugeot,1387,144,2000,80.2
Peugeot,1391,70,2000,40.4
Pride,1392,197,1500,21.7
Tiba,1394,120,1500,31.3
Peugeot,1397,221,2000,50.3
Tiba,1400,200,1500,31.1
Pride,1402,72,1500,36.7
Peugeot,1400,191,2000,82.5
Peugeot,1386,42,2000,66.4
Samand,1399,139,1800,38.4
Pride,1385,59,1500,49.6
Peugeot,1403,83,2000,108.7
Pride,1387,144,1500,21.0
Samand,1390,189,1800,31.9
Pride,1399,193,1500,21.2
Pride,1401,202,1500,32.7
Pride,1385,122,1500,38.7
Peugeot,1403,215,2000,102.6
Pride,1394,185,1500,25.4
Peugeot,1403,33,2000,69.1
Samand,1395,93,1800,55.9
Tiba,1400,184,1500,48.8
Samand,1393,107,1800,56.2
Tiba,1397,103,1500,43.2
Dena,1389,90,1800,95.4
Tiba,1398,163,1500,42.0
Pride,1396,235,1500,40.7
Dena,1400,143,1800,99.5
Tiba,1394,182,1500,51.7
Samand,1386,38,1800,33.5
Samand,1390,69,1800,55.3
Samand,1402,183,1800,35.0
Peugeot,1401,129,2000,79.2
Pride,1389,219,1500,33.9
Tiba,1398,221,1500,40.3
Dena,1401,152,1800,83.1
Dena,1394,212,1800,88.5
Tiba,1385,117,1500,36.8
Samand,1389,10,1800,37.0
Pride,1397,249,1500,31.2
Pride,1394,182,1500,21.2
Samand,1400,204,1800,31.9
Tiba,1403,246,1500,38.4
Samand,1387,208,1800,32.5
Samand,1394,226,1800,44.8
Peugeot,1403,29,2000,104.4
Samand,1402,139,1800,43.3
Dena,1389,113,1800,95.9
Peugeot,1392,145,2000,74.0
Dena,1393,112,1800,146.4
Samand,1395,113,1800,57.0
Tiba,1387,68,1500,25.1
Peugeot,1392,4,2000,59.8
Samand,1389,169,1800,35.1
Pride,1402,154,1500,27.9
Peugeot,1391,162,2000,40.6
Pride,1393,241,1500,30.5
Tiba,1392,58,1500,34.7
Tiba,1389,231,1500,38.2
Peugeot,1391,126,2000,42.6
Dena,1398,17,1800,145.4
Samand,1403,86,1800,51.7
Tiba,1400,0,1500,31.1
Dena,1398,67,1800,106.9
Pride,1391,218,1500,34.0
Tiba,1397,238,1500,25.3
Pride,1394,28,1500,42.1
Dena,1398,34,1800,130.5
Tiba,1396,218,1500,35.3
Samand,1399,30,1800,38.0
Pride,1395,7,1500,32.1
Pride,1392,178,1500,20.8
Samand,1390,62,1800,59.5
Peugeot,1387,104,2000,99.6
Pride,1396,124,1500,20.1
Peugeot,1387,14,2000,40.6
Samand,1387,227,1800,47.2
Pride,1402,240,1500,38.3
Dena,1392,244,1800,139.0
Dena,1397,183,1800,95.9
Tiba,1394,77,1500,34.2
Tiba,1397,16,1500,49.3
Tiba,1394,167,1500,35.5
Samand,1400,1,1800,57.3
Samand,1403,155,1800,39.3
Tiba,1398,218,1500,49.6
Pride,1403,7,1500,23.4
Pride,1389,193,1500,32.1
Tiba,1392,83,1500,49.3
Dena,1388,212,1800,104.9
Pride,1387,15,1500,40.0
Pride,1399,92,1500,46.4
Peugeot,1402,229,2000,79.0
Tiba,1386,23,1500,54.6
Samand,1399,118,1800,59.9
Dena,1389,31,1800,143.8
Pride,1402,12,1500,23.5
Dena,1393,248,1800,112.8
Samand,1401,40,1800,63.1
Dena,1399,144,1800,84.1
Pride,1390,206,1500,23.2
Peugeot,1390,93,2000,95.5
Tiba,1386,30,1500,51.5
Peugeot,1402,91,2000,49.6
Dena,1397,115,1800,127.7
Peugeot,1396,102,2000,98.6
Peugeot,1398,77,2000,64.4
Pride,1388,19,1500,41.0
Peugeot,1392,16,2000,52.3
Dena,1401,28,1800,159.7
Peugeot,1391,86,2000,74.7
Pride,1402,46,1500,37.6
Pride,1386,114,1500,43.1
Peugeot,1396,64,2000,43.0
Tiba,1393,142,1500,53.2
Tiba,1388,144,1500,27.6
Samand,1403,107,1800,32.9
Pride,1401,71,1500,34.5
Pride,1399,214,1500,31.6
Tiba,1401,195,1500,34.6
Peugeot,1398,21,2000,61.9
Samand,1398,30,1800,37.5
Pride,1386,65,1500,44.5
Pride,1387,247,1500,38.7
Tiba,1388,57,1500,45.3
Dena,1393,121,1800,120.1
Tiba,1400,229,1500,29.2
Dena,1397,102,1800,152.0
Samand,1386,178,1800,51.5
Samand,1397,22,1800,41.8
Pride,1393,208,1500,28.3
Dena,1393,125,1800,148.3
Tiba,1385,170,1500,33.6
Peugeot,1399,213,2000,55.6
Samand,1398,41,1800,53.7
Pride,1400,93,1500,32.6
Dena,1394,139,1800,80.1
Tiba,1392,209,1500,33.5
Pride,1392,88,1500,22.9
Tiba,1399,106,1500,34.6
Samand,1392,133,1800,46.6
Peugeot,1385,33,2000,90.6
Tiba,1401,225,1500,32.9
Samand,1402,197,1800,44.5
Tiba,1402,153,1500,54.7
Samand,1393,12,1800,60.2
Dena,1394,18,1800,97.7
Peugeot,1385,165,2000,50.6
Tiba,1397,200,1500,53.1
Tiba,1399,175,1500,48.7
Peugeot,1392,33,2000,59.7
Pride,1399,104,1500,36.1
